yourlist:M202107026320BA52A5CE8FCD097CB85A53697A350ADA8BD	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Dstn	P60981	DEST_HUMAN	reviewed	Destrin (Actin-depolymerizing factor) (ADF)	DSTN ACTDP DSN	Homo sapiens (Human)	165
Hsd17b12	Q53GQ0	DHB12_HUMAN	reviewed	Very-long-chain 3-oxoacyl-CoA reductase (EC 1.1.1.330) (17-beta-hydroxysteroid dehydrogenase 12) (17-beta-HSD 12) (3-ketoacyl-CoA reductase) (KAR) (Estradiol 17-beta-dehydrogenase 12) (EC 1.1.1.62) (Short chain dehydrogenase/reductase family 12C member 1)	HSD17B12 SDR12C1	Homo sapiens (Human)	312
Qdpr	P09417	DHPR_HUMAN	reviewed	Dihydropteridine reductase (EC 1.5.1.34) (HDHPR) (Quinoid dihydropteridine reductase) (Short chain dehydrogenase/reductase family 33C member 1)	QDPR DHPR SDR33C1	Homo sapiens (Human)	244
Dolk	Q9UPQ8	DOLK_HUMAN	reviewed	Dolichol kinase (EC 2.7.1.108) (Transmembrane protein 15)	DOLK KIAA1094 TMEM15 UNQ2422/PRO4980	Homo sapiens (Human)	538
Dync1h1	Q14204	DYHC1_HUMAN	reviewed	Cytoplasmic dynein 1 heavy chain 1 (Cytoplasmic dynein heavy chain 1) (Dynein heavy chain, cytosolic)	DYNC1H1 DHC1 DNCH1 DNCL DNECL DYHC KIAA0325	Homo sapiens (Human)	4646
Ech1	Q13011	ECH1_HUMAN	reviewed	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial (EC 5.3.3.-)	ECH1	Homo sapiens (Human)	328
Erh	P84090	ERH_HUMAN	reviewed	Enhancer of rudimentary homolog	ERH	Homo sapiens (Human)	104
Fam162a	Q96A26	F162A_HUMAN	reviewed	Protein FAM162A (E2-induced gene 5 protein) (Growth and transformation-dependent protein) (HGTD-P)	FAM162A C3orf28 E2IG5 DC16 FWP001	Homo sapiens (Human)	154
Gabrb3	P28472	GBRB3_HUMAN	reviewed	Gamma-aminobutyric acid receptor subunit beta-3 (GABA(A) receptor subunit beta-3)	GABRB3	Homo sapiens (Human)	473
Glod4	Q9HC38	GLOD4_HUMAN	reviewed	Glyoxalase domain-containing protein 4	GLOD4 C17orf25 CGI-150 My027	Homo sapiens (Human)	313
Gnao1	P09471	GNAO_HUMAN	reviewed	Guanine nucleotide-binding protein G(o) subunit alpha	GNAO1	Homo sapiens (Human)	354
Grhpr	Q9UBQ7	GRHPR_HUMAN	reviewed	Glyoxylate reductase/hydroxypyruvate reductase (EC 1.1.1.79) (EC 1.1.1.81)	GRHPR GLXR MSTP035	Homo sapiens (Human)	328
Grid2	O43424	GRID2_HUMAN	reviewed	Glutamate receptor ionotropic, delta-2 (GluD2) (GluR delta-2 subunit)	GRID2 GLURD2	Homo sapiens (Human)	1007
Hmgcl	P35914	HMGCL_HUMAN	reviewed	Hydroxymethylglutaryl-CoA lyase, mitochondrial (HL) (HMG-CoA lyase) (EC 4.1.3.4) (3-hydroxy-3-methylglutarate-CoA lyase)	HMGCL	Homo sapiens (Human)	325
Ier3ip1	Q9Y5U9	IR3IP_HUMAN	reviewed	Immediate early response 3-interacting protein 1	IER3IP1 HSPC039	Homo sapiens (Human)	82
Ireb2	P48200	IREB2_HUMAN	reviewed	Iron-responsive element-binding protein 2 (IRE-BP 2) (Iron regulatory protein 2) (IRP2)	IREB2	Homo sapiens (Human)	963
Mapk10	P53779	MK10_HUMAN	reviewed	Mitogen-activated protein kinase 10 (MAP kinase 10) (MAPK 10) (EC 2.7.11.24) (MAP kinase p49 3F12) (Stress-activated protein kinase 1b) (SAPK1b) (Stress-activated protein kinase JNK3) (c-Jun N-terminal kinase 3)	MAPK10 JNK3 JNK3A PRKM10 SAPK1B	Homo sapiens (Human)	464
Myh7b	A7E2Y1	MYH7B_HUMAN	reviewed	Myosin-7B (Antigen MLAA-21) (Myosin cardiac muscle beta chain) (Myosin heavy chain 7B, cardiac muscle beta isoform) (Slow A MYH14)	MYH7B KIAA1512	Homo sapiens (Human)	1983
Ngly1	Q96IV0	NGLY1_HUMAN	reviewed	Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase (PNGase) (hPNGase) (EC 3.5.1.52) (N-glycanase 1) (Peptide:N-glycanase)	NGLY1 PNG1	Homo sapiens (Human)	654
Nipsnap1	Q9BPW8	NIPS1_HUMAN	reviewed	Protein NipSnap homolog 1 (NipSnap1)	NIPSNAP1	Homo sapiens (Human)	284
Nipsnap3b	Q9BS92	NPS3B_HUMAN	reviewed	Protein NipSnap homolog 3B (NipSnap3B) (SNAP1)	NIPSNAP3B NIPSNAP3	Homo sapiens (Human)	247
Smpd3	Q9NY59	NSMA2_HUMAN	reviewed	Sphingomyelin phosphodiesterase 3 (EC 3.1.4.12) (Neutral sphingomyelinase 2) (nSMase-2) (nSMase2) (Neutral sphingomyelinase II)	SMPD3	Homo sapiens (Human)	655
Nudt3	O95989	NUDT3_HUMAN	reviewed	Diphosphoinositol polyphosphate phosphohydrolase 1 (DIPP-1) (EC 3.6.1.52) (Diadenosine 5',5'''-P1,P6-hexaphosphate hydrolase 1) (EC 3.6.1.-) (Nucleoside diphosphate-linked moiety X motif 3) (Nudix motif 3)	NUDT3 DIPP DIPP1	Homo sapiens (Human)	172
Plcl1	Q15111	PLCL1_HUMAN	reviewed	Inactive phospholipase C-like protein 1 (PLC-L1) (Phospholipase C-deleted in lung carcinoma) (Phospholipase C-related but catalytically inactive protein) (PRIP)	PLCL1	Homo sapiens (Human)	1095
Ppp1r14a	Q96A00	PP14A_HUMAN	reviewed	Protein phosphatase 1 regulatory subunit 14A (17 kDa PKC-potentiated inhibitory protein of PP1) (Protein kinase C-potentiated inhibitor protein of 17 kDa) (CPI-17)	PPP1R14A CPI17 PPP1INL	Homo sapiens (Human)	147
Ppib	P23284	PPIB_HUMAN	reviewed	Peptidyl-prolyl cis-trans isomerase B (PPIase B) (EC 5.2.1.8) (CYP-S1) (Cyclophilin B) (Rotamase B) (S-cyclophilin) (SCYLP)	PPIB CYPB	Homo sapiens (Human)	216
Rps21	P63220	RS21_HUMAN	reviewed	40S ribosomal protein S21 (Small ribosomal subunit protein eS21)	RPS21	Homo sapiens (Human)	83
Slc22a17	Q8WUG5	S22AH_HUMAN	reviewed	Solute carrier family 22 member 17 (24p3 receptor) (24p3R) (Brain-type organic cation transporter) (Lipocalin-2 receptor) (Neutrophil gelatinase-associated lipocalin receptor) (NgalR)	SLC22A17 BOCT BOIT	Homo sapiens (Human)	538
Sdhb	P21912	SDHB_HUMAN	reviewed	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial (EC 1.3.5.1) (Iron-sulfur subunit of complex II) (Ip)	SDHB SDH SDH1	Homo sapiens (Human)	280
Src	P12931	SRC_HUMAN	reviewed	Proto-oncogene tyrosine-protein kinase Src (EC 2.7.10.2) (Proto-oncogene c-Src) (pp60c-src) (p60-Src)	SRC SRC1	Homo sapiens (Human)	536
Tollip	Q9H0E2	TOLIP_HUMAN	reviewed	Toll-interacting protein	TOLLIP	Homo sapiens (Human)	274
Tppp3	Q9BW30	TPPP3_HUMAN	reviewed	Tubulin polymerization-promoting protein family member 3 (TPPP/p20)	TPPP3 CGI-38	Homo sapiens (Human)	176
Txnl1	O43396	TXNL1_HUMAN	reviewed	Thioredoxin-like protein 1 (32 kDa thioredoxin-related protein)	TXNL1 TRP32 TXL TXNL	Homo sapiens (Human)	289
Ufm1	P61960	UFM1_HUMAN	reviewed	Ubiquitin-fold modifier 1	UFM1 C13orf20 BM-002	Homo sapiens (Human)	85
Rps5	P46782	RS5_HUMAN	reviewed	40S ribosomal protein S5 (Small ribosomal subunit protein uS7) [Cleaved into: 40S ribosomal protein S5, N-terminally processed]	RPS5	Homo sapiens (Human)	204
Abce1	P61221	ABCE1_HUMAN	reviewed	ATP-binding cassette sub-family E member 1 (2'-5'-oligoadenylate-binding protein) (HuHP68) (RNase L inhibitor) (Ribonuclease 4 inhibitor) (RNS4I)	ABCE1 RLI RNASEL1 RNASELI RNS4I OK/SW-cl.40	Homo sapiens (Human)	599
Actb	P60709	ACTB_HUMAN	reviewed	Actin, cytoplasmic 1 (Beta-actin) [Cleaved into: Actin, cytoplasmic 1, N-terminally processed]	ACTB	Homo sapiens (Human)	375
Anks1b	Q7Z6G8	ANS1B_HUMAN	reviewed	Ankyrin repeat and sterile alpha motif domain-containing protein 1B (Amyloid-beta protein intracellular domain-associated protein 1) (AIDA-1) (E2A-PBX1-associated protein) (EB-1)	ANKS1B	Homo sapiens (Human)	1248
Ap1m1	Q9BXS5	AP1M1_HUMAN	reviewed	AP-1 complex subunit mu-1 (AP-mu chain family member mu1A) (Adaptor protein complex AP-1 subunit mu-1) (Adaptor-related protein complex 1 subunit mu-1) (Clathrin assembly protein complex 1 mu-1 medium chain 1) (Clathrin coat assembly protein AP47) (Clathrin coat-associated protein AP47) (Golgi adaptor HA1/AP1 adaptin mu-1 subunit) (Mu-adaptin 1) (Mu1A-adaptin)	AP1M1 CLTNM	Homo sapiens (Human)	423
Arhgef7	Q14155	ARHG7_HUMAN	reviewed	Rho guanine nucleotide exchange factor 7 (Beta-Pix) (COOL-1) (PAK-interacting exchange factor beta) (p85)	ARHGEF7 COOL1 KIAA0142 P85SPR PAK3BP PIXB Nbla10314	Homo sapiens (Human)	803
Atp2a2	P16615	AT2A2_HUMAN	reviewed	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 (SERCA2) (SR Ca(2+)-ATPase 2) (EC 7.2.2.10) (Calcium pump 2) (Calcium-transporting ATPase sarcoplasmic reticulum type, slow twitch skeletal muscle isoform) (Endoplasmic reticulum class 1/2 Ca(2+) ATPase)	ATP2A2 ATP2B	Homo sapiens (Human)	1042
Ccdc58	Q4VC31	MIX23_HUMAN	reviewed	Protein MIX23 (Coiled-coil domain-containing protein 58)	MIX23 CCDC58	Homo sapiens (Human)	144
Chd1l	Q86WJ1	CHD1L_HUMAN	reviewed	Chromodomain-helicase-DNA-binding protein 1-like (EC 3.6.4.12) (Amplified in liver cancer protein 1)	CHD1L ALC1	Homo sapiens (Human)	897
Cfl2	Q9Y281	COF2_HUMAN	reviewed	Cofilin-2 (Cofilin, muscle isoform)	CFL2	Homo sapiens (Human)	166
Eif3a	P56537	IF6_HUMAN	reviewed	Eukaryotic translation initiation factor 6 (eIF-6) (B(2)GCN homolog) (B4 integrin interactor) (CAB) (p27(BBP))	EIF6 EIF3A ITGB4BP OK/SW-cl.27	Homo sapiens (Human)	245
Eif3a	Q14152	EIF3A_HUMAN	reviewed	Eukaryotic translation initiation factor 3 subunit A (eIF3a) (Eukaryotic translation initiation factor 3 subunit 10) (eIF-3-theta) (eIF3 p167) (eIF3 p180) (eIF3 p185)	EIF3A EIF3S10 KIAA0139	Homo sapiens (Human)	1382
Eif3h	O15372	EIF3H_HUMAN	reviewed	Eukaryotic translation initiation factor 3 subunit H (eIF3h) (Eukaryotic translation initiation factor 3 subunit 3) (eIF-3-gamma) (eIF3 p40 subunit)	EIF3H EIF3S3	Homo sapiens (Human)	352
Fermt2	Q96AC1	FERM2_HUMAN	reviewed	Fermitin family homolog 2 (Kindlin-2) (Mitogen-inducible gene 2 protein) (MIG-2) (Pleckstrin homology domain-containing family C member 1) (PH domain-containing family C member 1)	FERMT2 KIND2 MIG2 PLEKHC1	Homo sapiens (Human)	680
Glul	P15104	GLNA_HUMAN	reviewed	Glutamine synthetase (GS) (EC 6.3.1.2) (Glutamate--ammonia ligase) (Palmitoyltransferase GLUL) (EC 2.3.1.225)	GLUL GLNS	Homo sapiens (Human)	373
Ephx1	P07099	HYEP_HUMAN	reviewed	Epoxide hydrolase 1 (EC 3.3.2.9) (Epoxide hydratase) (Microsomal epoxide hydrolase) (mEH)	EPHX1 EPHX EPOX	Homo sapiens (Human)	455
Ipcef1	Q8WWN9	ICEF1_HUMAN	reviewed	Interactor protein for cytohesin exchange factors 1 (Phosphoinositide-binding protein PIP3-E)	IPCEF1 KIAA0403	Homo sapiens (Human)	437
Ist1	P53990	IST1_HUMAN	reviewed	IST1 homolog (hIST1) (Putative MAPK-activating protein PM28)	IST1 KIAA0174	Homo sapiens (Human)	364
Itpr1	Q14643	ITPR1_HUMAN	reviewed	Inositol 1,4,5-trisphosphate receptor type 1 (IP3 receptor isoform 1) (IP3R 1) (InsP3R1) (Type 1 inositol 1,4,5-trisphosphate receptor) (Type 1 InsP3 receptor)	ITPR1 INSP3R1	Homo sapiens (Human)	2758
Jagn1	Q8N5M9	JAGN1_HUMAN	reviewed	Protein jagunal homolog 1	JAGN1	Homo sapiens (Human)	183
Lmtk3	Q96Q04	LMTK3_HUMAN	reviewed	Serine/threonine-protein kinase LMTK3 (EC 2.7.11.1) (Lemur tyrosine kinase 3)	LMTK3 KIAA1883 TYKLM3	Homo sapiens (Human)	1460
Mydgf	Q969H8	MYDGF_HUMAN	reviewed	Myeloid-derived growth factor (MYDGF)	MYDGF C19orf10	Homo sapiens (Human)	173
Pde1a	P54750	PDE1A_HUMAN	reviewed	Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A (Cam-PDE 1A) (EC 3.1.4.17) (61 kDa Cam-PDE) (hCam-1)	PDE1A	Homo sapiens (Human)	535
Agpat5	Q9NUQ2	PLCE_HUMAN	reviewed	1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon (EC 2.3.1.51) (1-acylglycerol-3-phosphate O-acyltransferase 5) (1-AGP acyltransferase 5) (1-AGPAT 5) (Lysophosphatidic acid acyltransferase epsilon) (LPAAT-epsilon)	AGPAT5	Homo sapiens (Human)	364
Ptprg	P23470	PTPRG_HUMAN	reviewed	Receptor-type tyrosine-protein phosphatase gamma (Protein-tyrosine phosphatase gamma) (R-PTP-gamma) (EC 3.1.3.48)	PTPRG PTPG	Homo sapiens (Human)	1445
Uqcrb	P14927	QCR7_HUMAN	reviewed	Cytochrome b-c1 complex subunit 7 (Complex III subunit 7) (Complex III subunit VII) (QP-C) (Ubiquinol-cytochrome c reductase complex 14 kDa protein)	UQCRB UQBP	Homo sapiens (Human)	111
Rab4a	P20338	RAB4A_HUMAN	reviewed	Ras-related protein Rab-4A (EC 3.6.5.2)	RAB4A RAB4	Homo sapiens (Human)	218
Rftn2	Q52LD8	RFTN2_HUMAN	reviewed	Raftlin-2 (Raft-linking protein 2)	RFTN2 C2orf11	Homo sapiens (Human)	501
Rims3	Q9UJD0	RIMS3_HUMAN	reviewed	Regulating synaptic membrane exocytosis protein 3 (Nim3) (RIM3 gamma) (Rab-3-interacting molecule 3) (RIM 3)	RIMS3 KIAA0237	Homo sapiens (Human)	308
Sae1	Q9UBE0	SAE1_HUMAN	reviewed	SUMO-activating enzyme subunit 1 (Ubiquitin-like 1-activating enzyme E1A) [Cleaved into: SUMO-activating enzyme subunit 1, N-terminally processed]	SAE1 AOS1 SUA1 UBLE1A	Homo sapiens (Human)	346
Slc6a9	P48067	SC6A9_HUMAN	reviewed	Sodium- and chloride-dependent glycine transporter 1 (GlyT-1) (GlyT1) (Solute carrier family 6 member 9)	SLC6A9	Homo sapiens (Human)	706
Scn9a	Q15858	SCN9A_HUMAN	reviewed	Sodium channel protein type 9 subunit alpha (Neuroendocrine sodium channel) (hNE-Na) (Peripheral sodium channel 1) (PN1) (Sodium channel protein type IX subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.7)	SCN9A NENA	Homo sapiens (Human)	1988
Suclg1	P53597	SUCA_HUMAN	reviewed	Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial (EC 6.2.1.4) (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha)	SUCLG1	Homo sapiens (Human)	346
Farsb	Q9NSD9	SYFB_HUMAN	reviewed	Phenylalanine--tRNA ligase beta subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase beta subunit) (PheRS)	FARSB FARSLB FRSB HSPC173	Homo sapiens (Human)	589
Timm23	O14925	TIM23_HUMAN	reviewed	Mitochondrial import inner membrane translocase subunit Tim23	TIMM23 TIM23	Homo sapiens (Human)	209
Tpr	P12270	TPR_HUMAN	reviewed	Nucleoprotein TPR (Megator) (NPC-associated intranuclear protein) (Translocated promoter region protein)	TPR	Homo sapiens (Human)	2363
Txndc12	O95881	TXD12_HUMAN	reviewed	Thioredoxin domain-containing protein 12 (EC 1.8.4.2) (Endoplasmic reticulum resident protein 18) (ER protein 18) (ERp18) (Endoplasmic reticulum resident protein 19) (ER protein 19) (ERp19) (Thioredoxin-like protein p19) (hTLP19)	TXNDC12 TLP19 UNQ713/PRO1376	Homo sapiens (Human)	172
Wdfy1	Q8IWB7	WDFY1_HUMAN	reviewed	WD repeat and FYVE domain-containing protein 1 (FYVE domain-containing protein localized to endosomes 1) (FENS-1) (Phosphoinositide-binding protein 1) (WD40- and FYVE domain-containing protein 1) (Zinc finger FYVE domain-containing protein 17)	WDFY1 FENS1 KIAA1435 WDF1 ZFYVE17	Homo sapiens (Human)	410
Znf507	Q8TCN5	ZN507_HUMAN	reviewed	Zinc finger protein 507	ZNF507 KIAA1084	Homo sapiens (Human)	953
Znf512	Q96ME7	ZN512_HUMAN	reviewed	Zinc finger protein 512	ZNF512 KIAA1805	Homo sapiens (Human)	567
Zyx	Q15942	ZYX_HUMAN	reviewed	Zyxin (Zyxin-2)	ZYX	Homo sapiens (Human)	572
Dpm1	O60762	DPM1_HUMAN	reviewed	Dolichol-phosphate mannosyltransferase subunit 1 (EC 2.4.1.83) (Dolichol-phosphate mannose synthase subunit 1) (DPM synthase subunit 1) (Dolichyl-phosphate beta-D-mannosyltransferase subunit 1) (Mannose-P-dolichol synthase subunit 1) (MPD synthase subunit 1)	DPM1	Homo sapiens (Human)	260
Uros	P10746	HEM4_HUMAN	reviewed	Uroporphyrinogen-III synthase (UROIIIS) (UROS) (EC 4.2.1.75) (Hydroxymethylbilane hydrolyase [cyclizing]) (Uroporphyrinogen-III cosynthase)	UROS	Homo sapiens (Human)	265
Ahi1	Q8N157	AHI1_HUMAN	reviewed	Jouberin (Abelson helper integration site 1 protein homolog) (AHI-1)	AHI1	Homo sapiens (Human)	1196
Pdp1	Q9P0J1	PDP1_HUMAN	reviewed	[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1, mitochondrial (PDP 1) (EC 3.1.3.43) (Protein phosphatase 2C) (Pyruvate dehydrogenase phosphatase catalytic subunit 1) (PDPC 1)	PDP1 PDP PPM2C	Homo sapiens (Human)	537
Fbxo41	Q8TF61	FBX41_HUMAN	reviewed	F-box only protein 41	FBXO41 FBX41 KIAA1940	Homo sapiens (Human)	875
Phlda1	Q8WV24	PHLA1_HUMAN	reviewed	Pleckstrin homology-like domain family A member 1 (Apoptosis-associated nuclear protein) (Proline- and glutamine-rich protein) (PQ-rich protein) (PQR protein) (Proline- and histidine-rich protein) (T-cell death-associated gene 51 protein)	PHLDA1 PHRIP TDAG51	Homo sapiens (Human)	401
Smg1	Q96Q15	SMG1_HUMAN	reviewed	Serine/threonine-protein kinase SMG1 (SMG-1) (hSMG-1) (EC 2.7.11.1) (61E3.4) (Lambda/iota protein kinase C-interacting protein) (Lambda-interacting protein)	SMG1 ATX KIAA0421 LIP	Homo sapiens (Human)	3661
Acot7	O00154	BACH_HUMAN	reviewed	Cytosolic acyl coenzyme A thioester hydrolase (EC 3.1.2.2) (Acyl-CoA thioesterase 7) (Brain acyl-CoA hydrolase) (BACH) (hBACH) (CTE-IIa) (CTE-II) (Long chain acyl-CoA thioester hydrolase)	ACOT7 BACH	Homo sapiens (Human)	380
Csrp1	P21291	CSRP1_HUMAN	reviewed	Cysteine and glycine-rich protein 1 (Cysteine-rich protein 1) (CRP) (CRP1) (Epididymis luminal protein 141) (HEL-141)	CSRP1 CSRP CYRP	Homo sapiens (Human)	193
Ptprn2	Q92932	PTPR2_HUMAN	reviewed	Receptor-type tyrosine-protein phosphatase N2 (R-PTP-N2) (EC 3.1.3.-) (EC 3.1.3.48) (Islet cell autoantigen-related protein) (IAR) (ICAAR) (Phogrin) [Cleaved into: IA-2beta60]	PTPRN2 KIAA0387	Homo sapiens (Human)	1015
Tmco1	Q9UM00	TMCO1_HUMAN	reviewed	Calcium load-activated calcium channel (CLAC channel) (Transmembrane and coiled-coil domain-containing protein 1) (Transmembrane and coiled-coil domains protein 4) (Xenogeneic cross-immune protein PCIA3)	TMCO1 TMCC4 PNAS-10 PNAS-136 UNQ151/PRO177	Homo sapiens (Human)	239
Usp46	P62068	UBP46_HUMAN	reviewed	Ubiquitin carboxyl-terminal hydrolase 46 (EC 3.4.19.12) (Deubiquitinating enzyme 46) (Ubiquitin thioesterase 46) (Ubiquitin-specific-processing protease 46)	USP46	Homo sapiens (Human)	366
Bclaf1	Q9NYF8	BCLF1_HUMAN	reviewed	Bcl-2-associated transcription factor 1 (Btf) (BCLAF1 and THRAP3 family member 1)	BCLAF1 BTF KIAA0164	Homo sapiens (Human)	920
Cmpk2	Q5EBM0	CMPK2_HUMAN	reviewed	UMP-CMP kinase 2, mitochondrial (EC 2.7.4.14) (Nucleoside-diphosphate kinase) (EC 2.7.4.6)	CMPK2	Homo sapiens (Human)	449
Mmab	Q96EY8	MMAB_HUMAN	reviewed	Corrinoid adenosyltransferase (EC 2.5.1.17) (Cob(II)alamin adenosyltransferase) (Cob(II)yrinic acid a,c-diamide adenosyltransferase) (Cobinamide/cobalamin adenosyltransferase) (Methylmalonic aciduria type B protein)	MMAB	Homo sapiens (Human)	250
Nrxn1	P58400	NRX1B_HUMAN	reviewed	Neurexin-1-beta (Neurexin I-beta)	NRXN1	Homo sapiens (Human)	472
Nrxn1	Q9ULB1	NRX1A_HUMAN	reviewed	Neurexin-1 (Neurexin I-alpha) (Neurexin-1-alpha)	NRXN1 KIAA0578	Homo sapiens (Human)	1477
Abcb7	O75027	ABCB7_HUMAN	reviewed	Iron-sulfur clusters transporter ABCB7, mitochondrial (ATP-binding cassette sub-family B member 7, mitochondrial) (ATP-binding cassette transporter 7) (ABC transporter 7 protein)	ABCB7 ABC7	Homo sapiens (Human)	752
Prmt1	Q99873	ANM1_HUMAN	reviewed	Protein arginine N-methyltransferase 1 (EC 2.1.1.319) (Histone-arginine N-methyltransferase PRMT1) (Interferon receptor 1-bound protein 4)	PRMT1 HMT2 HRMT1L2 IR1B4	Homo sapiens (Human)	371
Arhgef2	Q92974	ARHG2_HUMAN	reviewed	Rho guanine nucleotide exchange factor 2 (Guanine nucleotide exchange factor H1) (GEF-H1) (Microtubule-regulated Rho-GEF) (Proliferating cell nucleolar antigen p40)	ARHGEF2 KIAA0651 LFP40	Homo sapiens (Human)	986
Acrv1	P26436	ASPX_HUMAN	reviewed	Acrosomal protein SP-10 (Acrosomal vesicle protein 1)	ACRV1	Homo sapiens (Human)	265
Bsg	P35613	BASI_HUMAN	reviewed	Basigin (5F7) (Collagenase stimulatory factor) (Extracellular matrix metalloproteinase inducer) (EMMPRIN) (Hepatoma-associated antigen) (HAb18G) (Leukocyte activation antigen M6) (OK blood group antigen) (Tumor cell-derived collagenase stimulatory factor) (TCSF) (CD antigen CD147)	BSG UNQ6505/PRO21383	Homo sapiens (Human)	385
Itgb3bp	Q13352	CENPR_HUMAN	reviewed	Centromere protein R (CENP-R) (Beta-3-endonexin) (Integrin beta-3-binding protein) (Nuclear receptor-interacting factor 3)	ITGB3BP CENPR NRIF3	Homo sapiens (Human)	177
Cry1	Q16526	CRY1_HUMAN	reviewed	Cryptochrome-1	CRY1 PHLL1	Homo sapiens (Human)	586
Ctnna2	P26232	CTNA2_HUMAN	reviewed	Catenin alpha-2 (Alpha N-catenin) (Alpha-catenin-related protein)	CTNNA2 CAPR	Homo sapiens (Human)	953
Dnajb2	P25686	DNJB2_HUMAN	reviewed	DnaJ homolog subfamily B member 2 (Heat shock 40 kDa protein 3) (Heat shock protein J1) (HSJ-1)	DNAJB2 HSJ1 HSPF3	Homo sapiens (Human)	324
Elp2	Q6IA86	ELP2_HUMAN	reviewed	Elongator complex protein 2 (ELP2) (SHINC-2) (STAT3-interacting protein 1) (StIP1)	ELP2 STATIP1	Homo sapiens (Human)	826
Hpca	P84074	HPCA_HUMAN	reviewed	Neuron-specific calcium-binding protein hippocalcin (Calcium-binding protein BDR-2)	HPCA BDR2	Homo sapiens (Human)	193
Kiaa1468	Q9P260	RELCH_HUMAN	reviewed	RAB11-binding protein RELCH (LisH domain and HEAT repeat-containing protein KIAA1468) (RAB11 binding and LisH domain, coiled-coil and HEAT repeat-containing) (RAB11-binding protein containing LisH, coiled-coil, and HEAT repeats)	RELCH KIAA1468	Homo sapiens (Human)	1216
Tmem167a	Q8TBQ9	KISHA_HUMAN	reviewed	Protein kish-A (Transmembrane protein 167) (Transmembrane protein 167A)	TMEM167A TMEM167	Homo sapiens (Human)	72
Me3	Q16798	MAON_HUMAN	reviewed	NADP-dependent malic enzyme, mitochondrial (NADP-ME) (EC 1.1.1.40) (Malic enzyme 3)	ME3	Homo sapiens (Human)	604
Scyl1	Q96KG9	SCYL1_HUMAN	reviewed	N-terminal kinase-like protein (Coated vesicle-associated kinase of 90 kDa) (SCY1-like protein 1) (Telomerase regulation-associated protein) (Telomerase transcriptional element-interacting factor) (Teratoma-associated tyrosine kinase)	SCYL1 CVAK90 GKLP NTKL TAPK TEIF TRAP HT019	Homo sapiens (Human)	808
Phpt1	Q9NRX4	PHP14_HUMAN	reviewed	14 kDa phosphohistidine phosphatase (EC 3.9.1.3) (Phosphohistidine phosphatase 1) (PHPT1) (Protein histidine phosphatase) (PHP) (Protein janus-A homolog)	PHPT1 PHP14 CGI-202 HSPC141	Homo sapiens (Human)	125
Plcb1	Q9NQ66	PLCB1_HUMAN	reviewed	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1 (EC 3.1.4.11) (PLC-154) (Phosphoinositide phospholipase C-beta-1) (Phospholipase C-I) (PLC-I) (Phospholipase C-beta-1) (PLC-beta-1)	PLCB1 KIAA0581	Homo sapiens (Human)	1216
Psmb1	P20618	PSB1_HUMAN	reviewed	Proteasome subunit beta type-1 (Macropain subunit C5) (Multicatalytic endopeptidase complex subunit C5) (Proteasome component C5) (Proteasome gamma chain)	PSMB1 PSC5	Homo sapiens (Human)	241
Napg	Q99747	SNAG_HUMAN	reviewed	Gamma-soluble NSF attachment protein (SNAP-gamma) (N-ethylmaleimide-sensitive factor attachment protein gamma)	NAPG SNAPG	Homo sapiens (Human)	312
Snx3	O60493	SNX3_HUMAN	reviewed	Sorting nexin-3 (Protein SDP3)	SNX3	Homo sapiens (Human)	162
Sptan1	Q13813	SPTN1_HUMAN	reviewed	Spectrin alpha chain, non-erythrocytic 1 (Alpha-II spectrin) (Fodrin alpha chain) (Spectrin, non-erythroid alpha subunit)	SPTAN1 NEAS SPTA2	Homo sapiens (Human)	2472
Timm50	Q3ZCQ8	TIM50_HUMAN	reviewed	Mitochondrial import inner membrane translocase subunit TIM50	TIMM50 TIM50 PRO1512	Homo sapiens (Human)	353
Tnpo2	O14787	TNPO2_HUMAN	reviewed	Transportin-2 (Karyopherin beta-2b)	TNPO2	Homo sapiens (Human)	897
Tra2b	P62995	TRA2B_HUMAN	reviewed	Transformer-2 protein homolog beta (TRA-2 beta) (TRA2-beta) (hTRA2-beta) (Splicing factor, arginine/serine-rich 10) (Transformer-2 protein homolog B)	TRA2B SFRS10	Homo sapiens (Human)	288
